id,price_doc
30474,5694467.5
30475,8005349.5
30476,5450081.5
30477,6001471.5
30478,5241141.0
30479,8377205.5
30480,4374604.0
30481,4222286.0
30482,5201344.0
30483,4984366.5
30484,6632254.5
30485,5210997.5
30486,3906924.5
30487,4080886.75
30488,6225457.0
30489,6259494.0
30490,22183774.0
30491,15234744.0
30492,6128420.5
30493,12560912.0
30494,6982230.5
30495,10296568.0
30496,9080602.0
30497,8081342.5
30498,4883627.5
30499,7664424.5
30500,11903136.0
30501,6855816.0
30502,3213848.25
30503,6180160.0
30504,5772628.0
30505,11248124.0
30506,3393453.5
30507,4959496.0
30508,5547204.0
30509,8005309.0
30510,9214596.0
30511,6493784.0
30512,5885408.5
30513,4315282.5
30514,3581140.0
30515,9558406.0
30516,6160451.5
30517,10565182.0
30518,8718242.0
30519,4892053.0
30520,7619426.5
30521,5028860.0
30522,7786188.5
30523,6612096.5
30524,11013260.0
30525,10962938.0
30526,5117311.5
30527,5039888.0
30528,7194180.5
30529,6742904.5
30530,6629838.0
30531,15869632.0
30532,4544952.0
30533,11020844.0
30534,7262289.5
30535,9449672.0
30536,5874795.5
30537,12735340.0
30538,4848777.5
30539,10360086.0
30540,9505666.0
30541,6398848.5
30542,2197416.0
30543,5578965.0
30544,6648930.0
30545,9347454.0
30546,4253201.5
30547,10091946.0
30548,4470895.0
30549,5272077.5
30550,12355910.0
30551,5278925.5
30552,1916373.125
30553,6969483.0
30554,11644162.0
30555,6403565.0
30556,8943532.0
30557,7294608.0
30558,9155328.0
30559,6848571.5
30560,6219885.0
30561,6925004.5
30562,12507824.0
30563,4734349.5
30564,7241361.0
30565,6900551.5
30566,7314099.0
30567,2190413.25
30568,10165486.0
30569,10119592.0
30570,7012161.0
30571,7578832.0
30572,5118308.5
30573,6642872.0
30574,5941795.0
30575,7824846.5
30576,5653741.5
30577,4317710.0
30578,3316262.0
30579,6922876.5
30580,3920893.75
30581,5911441.5
30582,12781816.0
30583,7344754.5
30584,4756725.5
30585,2847510.5
30586,8897660.0
30587,6262209.0
30588,8251159.5
30589,7880940.0
30590,12296554.0
30591,5104977.5
30592,6488624.5
30593,8916768.0
30594,6826570.0
30595,5416130.0
30596,6450449.5
30597,6673549.0
30598,9577620.0
30599,9632340.0
30600,3695729.0
30601,6080887.0
30602,2066121.75
30603,12872964.0
30604,4831366.5
30605,7081273.0
30606,24161704.0
30607,6494037.5
30608,8776958.0
