id,price_doc
30474,5399862.716369621
30475,8109600.785077959
30476,5282578.622499432
30477,5756781.762464683
30478,5012848.2047818145
30479,8519885.978424769
30480,4271519.21818216
30481,4223113.644182543
30482,4764210.890896057
30483,4776222.735101243
30484,6502138.677029634
30485,4931585.023273994
30486,3723632.2561398367
30487,4030079.7930348995
30488,6248609.843466797
30489,6192612.316920437
30490,21358912.413471375
30491,16774176.174941448
30492,5841733.576569824
30493,13493432.691402344
30494,6883545.461887609
30495,10399514.673169626
30496,8519303.718682362
30497,8250838.683103894
30498,4622232.157340084
30499,7361031.374216082
30500,11385071.53764321
30501,6675828.784578007
30502,3017711.2602333827
30503,5832185.031613497
30504,5916050.058488616
30505,11027234.70883539
30506,3150366.278224449
30507,4783363.484684529
30508,5488358.213004622
30509,7194547.953230091
30510,9031852.611262226
30511,6463037.55207158
30512,5586908.735551888
30513,4245019.249359289
30514,3410157.4823726746
30515,9535784.392483387
30516,5815672.611822688
30517,10238154.038426703
30518,7655493.335456287
30519,4664959.648518961
30520,6981337.861529569
30521,5578969.055874885
30522,7492309.603202549
30523,6659261.529038713
30524,10541921.157956062
30525,10152055.996220378
30526,4867969.476736478
30527,5045011.846366171
30528,6545858.727050775
30529,6377148.116000674
30530,6114866.277876269
30531,14592178.42155072
30532,4583942.868129144
30533,10588047.032962684
30534,6910106.636541388
30535,9251586.049055645
30536,5625604.697230951
30537,11899698.18398112
30538,4737074.790143453
30539,9830731.343262967
30540,9385248.398340898
30541,5895555.829490574
30542,2129982.1841701292
30543,5444827.124801295
30544,6654497.09889499
30545,8439146.118635355
30546,4108888.4444160312
30547,9576498.933072163
30548,4428211.803837162
30549,5071449.184136756
30550,12220116.858070953
30551,5016245.867177074
30552,1911560.909754887
30553,6489992.752648348
30554,11006103.696788505
30555,6241028.427605436
30556,8736292.55646824
30557,7444951.972695729
30558,8577047.290160349
30559,6363623.9509273935
30560,5981797.125331756
30561,6543429.926689978
30562,11553954.059378216
30563,4476078.859422678
30564,6880225.840938285
30565,6634627.128827233
30566,7195912.481657189
30567,2056808.3791058285
30568,10062120.292046396
30569,9619807.286161525
30570,6426194.877742348
30571,7338998.586794793
30572,4898575.656397141
30573,6411378.951607665
30574,6321608.065716207
30575,7627573.684451104
30576,5052391.990303218
30577,4083824.2785080513
30578,3165727.6136477375
30579,7056027.293738368
30580,4317540.68334164
30581,5430914.031788679
30582,11957713.762082439
30583,7042555.528808029
30584,4431776.300072367
30585,2737741.339264745
30586,8775513.983537966
30587,5968100.705397669
30588,7955117.26075657
30589,7287397.728984417
30590,12186371.29678219
30591,4884700.159029449
30592,6624129.896466347
30593,8162573.186156851
30594,6697638.511160731
30595,5240933.537237296
30596,6577486.343887191
30597,6387144.100509813
30598,9385938.13449073
30599,10038805.689828843
30600,4754790.643618259
30601,6001745.27214739
30602,1955069.17556098
30603,12204477.863013858
30604,4588632.05203631
30605,6553386.850939588
30606,18010934.316176016
30607,6396162.030302212
30608,8871742.38182364
30609,6201829.578637914
30610,2908433.1083928957
30611,5537455.586409102
30612,7319624.108208059
30613,8095790.8221493075
30614,16805384.319283254
30615,7616906.9161293935
30616,5646525.828398724
30617,9375945.875883862
30618,4994562.907087577
30619,3871684.3024256234
30620,2651888.9170396416
30621,8673718.165095078
30622,7267936.951755534
30623,5870128.331435141
30624,6680199.491302099
30625,7744477.115813898
30626,6233504.683402795
30627,6872305.084479782
30628,6342240.9721741015
30629,5070531.3617236065
30630,4133662.2989211082
30631,6227314.487827613
30632,4134840.7690924453
30633,5844915.449398152
30634,11084921.271358708
30635,9417866.642923677
30636,5188949.101018921
30637,9459231.796598502
30638,5966367.439294089
30639,7401916.755946098
30640,4541941.542626256
30641,8015834.259308608
30642,6360113.555804032
30643,7823148.395094841
30644,9395398.628527977
30645,7046679.10311779
30646,5219408.721453393
30647,4809382.582350141
30648,23924854.17790812
30649,2411555.086583641
30650,4883927.690472204
30651,3212658.7910787063
30652,4444434.751972843
30653,7038394.616099078
30654,4597310.442163439
30655,11874321.052089624
30656,3936919.171877977
30657,6137055.168635991
30658,9823002.937800797
30659,4743723.2901922595
30660,8336591.180068301
30661,6540230.484484624
30662,8072717.85525661
30663,17646104.561223254
30664,12342376.059442542
30665,6183798.900570498
30666,2505760.134361394
30667,4149557.276447902
30668,9009537.569882514
30669,4933343.616461022
30670,2586501.9503413723
30671,7053733.91650621
30672,14156202.064392477
30673,10777579.26663435
30674,11665099.386004305
30675,2066431.6231948086
30676,6447582.083207177
30677,4146970.734161302
30678,17127949.243952118
30679,5881388.271626989
30680,5196259.081987462
30681,2352229.8968369197
30682,8529204.988960752
30683,9562776.775676249
30684,4120716.4278065
30685,6826096.23046497
30686,9195921.587282373
30687,5032948.843632537
30688,4536804.188829172
30689,13644983.289895853
30690,24492232.180364404
30691,4602524.087714994
30692,5972432.840831397
30693,10339351.543836158
30694,5389605.313577002
30695,7260293.234083338
30696,6591483.323869668
30697,12072864.247489706
30698,7182154.859946526
30699,5645387.450251195
30700,4939307.421793363
30701,9393683.710511962
30702,5924187.960690285
30703,3881115.07900505
30704,11511045.987621069
30705,8902186.18568822
30706,25532720.83637163
30707,3635141.487638479
30708,14283387.753265815
30709,6219736.575872247
30710,7097397.429742483
30711,4590207.787847689
30712,3997974.676192287
30713,6096022.88899319
30714,6875438.3944337685
30715,3779634.92279396
30716,9494521.657967877
30717,6358191.786843032
30718,9059083.047131557
30719,14433533.163620582
30720,6810055.202573973
30721,4420813.589297939
30722,7151696.347171536
30723,6257920.923999393
30724,12454625.846218184
30725,6358413.371876428
30726,11655918.605214931
30727,9553935.477869147
30728,11646538.905662281
30729,3417578.7936472804
30730,5956757.970835788
30731,6413825.310635737
30732,4240347.1616214635
30733,9642678.427945377
30734,7020018.81610931
30735,5441096.900145954
30736,4970636.834636154
30737,6408517.329884155
30738,5872587.800905848
30739,4238822.851582242
30740,6914296.599380142
30741,11105007.884991141
30742,4126065.9058748316
30743,4924259.498109708
30744,9098517.129791316
30745,6568767.905375922
30746,5588924.272025797
30747,15104391.785736043
30748,16336616.668819979
30749,4812269.189348695
30750,6449487.3949953355
30751,3364315.1519904495
30752,6918676.652359172
30753,9634948.953786898
30754,5549510.036209014
30755,4644193.241702142
30756,6474209.427597561
30757,5143334.120963364
30758,9436990.39673799
30759,5663550.749839131
30760,4300136.5379456775
30761,9463165.8340952
30762,6858479.477738283
30763,11717487.718815511
30764,6033720.327048469
30765,5620015.268725023
30766,3587248.487511138
30767,9377948.941633256
30768,4169271.948275893
30769,7214801.96341995
30770,6155786.763026609
30771,2768592.5800217856
30772,8250900.176744777
30773,7892645.522973268
30774,5642323.542204757
30775,12595043.464165416
30776,5690670.46751365
30777,6182603.288124426
30778,8774626.248066967
30779,6509240.9943168685
30780,7405651.011891987
30781,6632157.8980156565
30782,5367287.674369746
30783,5532113.765163351
30784,3695869.338114563
30785,5306413.9693735
30786,4203570.906136994
30787,6156850.902300172
30788,5554443.021234082
30789,7231460.936356741
30790,6173543.427924506
30791,10043253.432298692
30792,7109761.5019403305
30793,10109580.875708897
30794,12718677.81652569
30795,11060194.9898767
30796,10373425.117221825
30797,14592909.175477697
30798,2792082.8847650243
30799,9776164.371475324
30800,12556080.31501689
30801,6246118.0307048885
30802,17648241.965338074
30803,2931262.1276580063
30804,3607593.488067448
30805,15044675.332333615
30806,7016294.549505242
30807,5758254.875123052
30808,10529973.016488029
30809,4938763.8823088175
30810,10701331.071650969
30811,4309581.636752881
30812,5291802.268170275
30813,4876482.0112901265
30814,2643186.731691183
30815,3898787.2120661926
30816,7961269.318924481
30817,1925587.115007139
30818,7667679.055733154
30819,7978045.748980217
30820,5149800.458539796
30821,25335584.2000154
30822,8727347.305548593
30823,7448118.803547296
30824,3576057.0019935
30825,5299190.104594786
30826,10405875.423775084
30827,5205190.32755939
30828,5525709.755804332
30829,5124220.497522551
30830,8496968.33695904
30831,6245232.889082042
30832,5687887.847005854
30833,5097617.723721862
30834,4176072.4165790845
30835,7222284.454809563
30836,6632343.579869423
30837,5295134.225711758
30838,4296706.579787331
30839,5942720.157269601
30840,11065239.577229215
30841,11080007.635076033
30842,7338714.269170244
30843,5274768.7619876135
30844,6608697.072190057
30845,9668984.90833514
30846,4249774.8976521045
30847,5542758.786581064
30848,8163784.404681655
30849,4465562.83330723
30850,4036927.911164077
30851,4890184.805522188
30852,6858027.132260897
30853,3964649.4392853747
30854,5472392.02964729
30855,7384726.281148413
30856,8173023.150968479
30857,2320463.0011924515
30858,4266996.942099655
30859,5973711.173776835
30860,5909473.617891676
30861,8604176.850699864
30862,6168043.114413052
30863,5148543.607100441
30864,6078112.017535384
30865,9785822.488274591
30866,6820727.73514254
30867,5593210.38127096
30868,7999056.330998095
30869,5163585.979388993
30870,4265389.07547296
30871,8449777.529667143
30872,4912177.385277855
30873,3923386.7783783856
30874,4983274.739196146
30875,6524938.957783529
30876,4878758.744366122
30877,10064007.806371596
30878,5646581.296016067
30879,10092309.377050433
30880,6364671.699803713
30881,1976977.8678786783
30882,10059348.906848036
30883,3469186.7224655016
30884,5718369.653452391
30885,4967270.766565552
30886,7425620.26100567
30887,5881628.2710502995
30888,4990157.427008467
30889,5325824.461349607
30890,7220074.2047573235
30891,3568507.0799830137
30892,3658210.833953948
30893,4351121.602685218
30894,5813376.720098923
30895,4354859.025898044
30896,6515406.014642695
30897,7627460.970154355
30898,6858859.707298427
30899,6836937.4118261505
30900,3336889.6820344953
30901,6611933.569182133
30902,2092097.1248865044
30903,7090470.434467813
30904,8057916.442626338
30905,5706027.1892730445
30906,5984535.097197018
30907,12919575.656951375
30908,4144812.3899115035
30909,13399302.35599888
30910,7108548.431909045
30911,4382730.145478695
30912,6389482.888042956
30913,17145679.48091602
30914,5954764.343047739
30915,8256203.175134532
30916,5538899.4923918
30917,8531075.455636676
30918,6646072.017091502
30919,4747517.398654946
30920,4841573.54354831
30921,4040099.51425214
30922,6081159.317522563
30923,3381615.4315410266
30924,5215993.845209612
30925,15228942.836676905
30926,6805720.656298964
30927,7868400.643896791
30928,4920873.440055544
30929,5193946.254196843
30930,10156068.974680288
30931,10797302.564988274
30932,5036179.050393825
30933,4767681.06997117
30934,13179186.237368636
30935,6802939.1845741365
30936,7111190.576391082
30937,8566618.663946813
30938,3602095.040491157
30939,9226216.788372679
30940,6523338.47098049
30941,6292919.37429413
30942,3568153.870872718
30943,6772124.99761796
30944,5137234.64795547
30945,3530838.7700249543
30946,14193162.680877369
30947,6766378.959309313
30948,8710507.888977725
30949,6246705.760159756
30950,6099942.418484233
30951,14816683.299860705
30952,7683655.79046931
30953,9953114.115651112
30954,4790623.429639359
30955,6729860.665615525
30956,7123990.981315063
30957,5945171.09000115
30958,23879173.6789603
30959,8241032.01670682
30960,7172244.849138653
30961,8976737.362326723
