id,price_doc
30474,5302637.954440778
30475,8130076.7321561435
30476,5200743.9380693985
30477,5808308.391246318
30478,4981127.008164545
30479,8996309.671081884
30480,4185831.1767803538
30481,4212077.645900203
30482,4437184.543527197
30483,4799171.878358703
30484,6212893.803846391
30485,4761816.169571499
30486,3488307.88740087
30487,4435393.481458171
30488,6341646.142822316
30489,5783454.941728607
30490,21629713.62175965
30491,17978112.182321317
30492,6069633.269269869
30493,12413318.677650314
30494,6990837.137307433
30495,9872890.404091189
30496,8353861.800975445
30497,7857781.54484133
30498,4246537.920179325
30499,7845178.43605061
30500,11898799.737417726
30501,6742100.621146514
30502,3066409.97560375
30503,5927935.761732323
30504,5984983.333209314
30505,11303733.576854156
30506,2953247.536681247
30507,4842406.2131081335
30508,5208606.137688749
30509,7598494.302789012
30510,9499689.58799488
30511,6337233.346866381
30512,6131273.985011972
30513,4183785.9009340783
30514,3192929.3375678034
30515,9921124.494076528
30516,5588856.9281503195
30517,10800758.052446352
30518,7210892.613768273
30519,4640898.3815258
30520,7394542.955491864
30521,5509364.624282727
30522,7431216.915970061
30523,6335768.922565303
30524,9575819.246918257
30525,9034149.039707536
30526,4767502.227642258
30527,4907325.488078836
30528,6946987.6538594635
30529,6281128.270986255
30530,5910875.148560505
30531,14659224.468938285
30532,4560133.19328971
30533,10229131.88221081
30534,6946494.3344748225
30535,9508627.200269846
30536,5423951.090008495
30537,11481808.328941217
30538,4949684.225128311
30539,8549260.573782489
30540,9860735.41102028
30541,5966621.53270404
30542,2304106.646066486
30543,5716873.550104312
30544,7011498.6556304265
30545,7887915.147379651
30546,4163757.674248182
30547,10533731.4569811
30548,4455962.367628573
30549,5177310.211007619
30550,13468352.410905847
30551,5024235.70735153
30552,1986649.6119276157
30553,7136623.806242332
30554,10985809.115940526
30555,5903361.769686283
30556,9377049.866839904
30557,7721591.204556416
30558,8359769.217321556
30559,5983195.501578956
30560,5691803.468299384
30561,7056156.5671814745
30562,12182123.82540783
30563,4444593.657996003
30564,7245385.785567559
30565,7224336.583295175
30566,7195154.50553126
30567,2297249.036166043
30568,9856647.504395979
30569,10669807.357690847
30570,6282394.681927555
30571,7808680.018287249
30572,4827820.774178498
30573,6226341.623751501
30574,6253351.918706943
30575,6956332.024827507
30576,4860357.387391842
30577,4121814.118626101
30578,2994358.8922964386
30579,7403886.505916137
30580,4788017.866261892
30581,5030925.417353584
30582,12080810.416998904
30583,7080868.157466245
30584,4355688.497265534
30585,2786447.9939292716
30586,9426364.403757289
30587,5754682.693625859
30588,7198796.040677842
30589,7666616.320338161
30590,12335332.534668794
30591,5092691.797532033
30592,6823918.335570203
30593,8185739.320556002
30594,6234968.218898538
30595,5333745.775121289
30596,6538975.456041415
30597,6245386.037599573
30598,9815356.972882833
30599,9368899.829460815
30600,4773846.779547044
30601,6074097.130962985
30602,2178215.125979996
30603,11880233.105223676
30604,4692100.5004466055
30605,6465759.423978653
30606,19559614.4793065
30607,6060603.044439695
30608,9150656.029788477
30609,5850108.984847558
30610,2996055.3151690485
30611,5218502.456394322
30612,7363358.297969367
30613,9229965.914253311
30614,18306627.395278655
30615,7786339.549084212
30616,5297336.630714209
30617,10094641.40431669
30618,4657454.77552942
30619,4050660.9048281224
30620,2747239.851578825
30621,8838288.689985367
30622,7620848.190047984
30623,6023753.140891176
30624,6514080.81521421
30625,7556629.692553412
30626,6207054.123251937
30627,7116455.211447917
30628,6212979.385007046
30629,4888374.236443139
30630,4408873.982205616
30631,6302380.175535897
30632,4030068.8581454167
30633,6492547.112346963
30634,11415080.67278608
30635,9884219.09567317
30636,5861427.16896574
30637,9583478.41734678
30638,6042275.455878425
30639,7481698.797195394
30640,4525024.5993284555
30641,7989559.688154968
30642,6877274.280751812
30643,7713899.662742184
30644,9815356.972882833
30645,7620353.831234044
30646,5088609.1456557065
30647,4739640.935885736
30648,25936786.677985206
30649,2651920.067364624
30650,4808297.702068125
30651,3009932.9520773324
30652,4556499.851328413
30653,6514781.211122257
30654,4492518.208694711
30655,12351539.783499973
30656,3737571.71068824
30657,5876474.119181139
30658,10162592.238434384
30659,4864747.389977083
30660,9304582.857847938
30661,6418020.773620271
30662,8827740.182668041
30663,16075321.734038796
30664,10743391.530193139
30665,5886896.564764569
30666,2624724.0926677436
30667,4146061.3409733395
30668,9501576.109658875
30669,5161046.6868379265
30670,2495531.772842904
30671,6783386.244551394
30672,14517252.105984557
30673,10075176.66290649
30674,11102982.868812375
30675,2287937.2236524443
30676,6736381.861516175
30677,4311524.893329566
30678,20636527.57315042
30679,5871499.234686705
30680,4952615.936554362
30681,2231150.8766062786
30682,9577412.215703107
30683,9847633.021006923
30684,4897917.500491981
30685,7435044.233699037
30686,9317951.575453902
30687,4951181.155686555
30688,4529995.733751611
30689,13053861.419878965
30690,26827409.232012093
30691,4581950.9999592975
30692,5830230.38175491
30693,11586728.468759947
30694,5218435.607260108
30695,7524298.056399584
30696,6388660.435089274
30697,11015622.8946177
30698,7482779.460553856
30699,5493864.762951537
30700,4798449.476845751
30701,9817499.204895347
30702,6508761.202652928
30703,3739470.3485089964
30704,12111122.6219175
30705,8002235.589367326
30706,27291981.1266832
30707,3507926.8900555833
30708,14414920.433370577
30709,5619633.085955113
30710,7319219.127072331
30711,4657406.608544553
30712,4016213.0682197064
30713,5647914.222949218
30714,6765539.949308496
30715,3589130.2695569284
30716,9847633.021006923
30717,6456218.823533224
30718,8820428.80075421
30719,14967539.555950955
30720,7599324.845736328
30721,4049367.0390987173
30722,7397618.229021698
30723,6213133.527552302
30724,11654757.73306517
30725,6253261.141153888
30726,11423724.410310393
30727,9954062.263754046
30728,11562328.77408573
30729,3384696.393580502
30730,5904858.256888141
30731,5994292.237081813
30732,4848451.250620009
30733,9739776.819538392
30734,6620913.046787519
30735,5443921.241492635
30736,5206597.815724413
30737,6175195.744291405
30738,5946337.829990449
30739,4011605.6948699476
30740,6938831.788040166
30741,10554999.188809322
30742,4025125.1373680257
30743,4734421.783577137
30744,9720356.762983615
30745,6538048.809227039
30746,5491296.324589643
30747,13327442.129945157
30748,17197553.350780644
30749,4751996.285178634
30750,6783508.89617265
30751,3552437.4502182677
30752,6849804.320369541
30753,10405882.840486316
30754,5739022.338639198
30755,4302526.371398712
30756,5879529.566356702
30757,5372953.579914036
30758,8786914.491584696
30759,5850896.085835002
30760,4008438.731449488
30761,8832679.475787865
30762,6540739.9157480495
30763,12575198.660202902
30764,5885910.613898302
30765,5274645.154903172
30766,3592280.7441574824
30767,8784238.12074274
30768,4323963.507652767
30769,8176714.252155739
30770,5865289.297448997
30771,2912131.2402388146
30772,7870000.118925901
30773,7574375.6926265955
30774,5432587.62579712
30775,13582983.624898506
30776,5532212.65223793
30777,5918259.24958014
30778,8699652.7466636
30779,6202012.5237439
30780,7386388.458046424
30781,6472886.111195352
30782,5180904.9666671865
30783,5311166.725978736
30784,3651624.044840441
30785,4889304.186216549
30786,4136618.771773086
30787,5938233.154020796
30788,5456887.315110194
30789,7037223.892038131
30790,6312376.742851868
30791,10229355.104683788
30792,6698953.254492401
30793,10566311.770246971
30794,13379859.764451012
30795,12057341.725267434
30796,11676112.67148722
30797,14947683.500822738
30798,2757042.790450966
30799,9784677.742264908
30800,12676901.198312912
30801,5832388.711205193
30802,16460123.266191904
30803,2804344.9068453494
30804,3482999.8066369356
30805,14714459.619886372
30806,6639856.819187989
30807,6014076.048996721
30808,10686005.749241753
30809,4854505.798383592
30810,10946790.650499033
30811,4240124.454414786
30812,5288530.223834373
30813,4864928.702390644
30814,2629653.1848979713
30815,4320096.278034732
30816,8073997.441449254
30817,2201730.7097708276
30818,7850458.567151262
30819,8262600.499809127
30820,4865980.770422197
30821,24548980.538944557
30822,8574952.23898599
30823,7292138.869500223
30824,3457278.37203409
30825,4789634.051226359
30826,10778982.167274645
30827,5073936.240992567
30828,5420552.112825283
30829,4961444.738870102
30830,9415438.60884627
30831,5906256.816238116
30832,5592982.566742727
30833,4973471.912075641
30834,4034096.445947761
30835,7405417.790615408
30836,6363330.622732554
30837,5252515.148625582
30838,4458640.116423127
30839,5706225.335950121
30840,10496069.917416736
30841,10345047.217571288
30842,6717909.135162394
30843,5152480.15593264
30844,6125495.474828182
30845,9236050.908377213
30846,4195163.07060053
30847,5603312.04691492
30848,8163100.401110425
30849,4356841.852064882
30850,3921660.3533236706
30851,4521565.802407111
30852,6925579.711861755
30853,3800540.3395586438
30854,6112651.6264030645
30855,7791563.758525725
30856,9894996.486575015
30857,2188095.6031521903
30858,4171722.9007895254
30859,5643720.684427414
30860,5716697.3700547
30861,8495937.889767382
30862,6046911.081452444
30863,5077006.645374487
30864,5582458.744716028
30865,9758708.214176437
30866,6642188.457985349
30867,5443709.659350894
30868,8364383.435844649
30869,5105847.427496657
30870,5912158.37224949
30871,8128640.730165479
30872,4585760.074613028
30873,3725014.291675101
30874,4893938.687179187
30875,6518068.464706505
30876,4796122.639986594
30877,9791264.494946787
30878,5449943.487699221
30879,7580776.846804546
